"id","busca_id","posicao_ranking","tipo_item","item_id","titulo","canal_id","canal_nome","tipo_produtor","tipo_conteudo","justificativa","metadados_extras"
"243","5","47","video","vJF_xOBW9KQ","Direitos autorais isa buzzi (speed up) #direitosautorais #speedupsongs","UC3BERb6P9irUwA-ovNfIqJA","Duni speed up","reaproveitamento","musical","O canal 'Duni speed up' opera exclusivamente republicando músicas aceleradas (speed up) sem autorização aparente ou crédito direto aos autores originais. A ausência de descrição, o padrão de 50 vídeos com títulos genéricos (#speedupsongs), a baixa base de inscritos e a estratégia de conteúdo derivado indicam compilação e reprocessamento técnico de terceiros. Embora o conteúdo seja musical, a prática caracteriza reaproveitamento não autorizado, não produção original.","{}"
"244","5","48","video","OhMJW5lD6H8","SUNO IA e DIREITOS AUTORAIS: O que VOCÊ precisa saber!","UC_jEfRY-jTFw2I30K_RG9Zw","Gr3go Business","criador_casual","educativo","O canal Gr3go Business apresenta sinais de profissionalização incipiente: 11 mil inscritos, 60 vídeos e periodicidade aparente indicam intenção de crescimento, mas o nicho específico (educação em IA/música para artistas independentes) mantido por persona individual e a baixa escala sugerem ainda não vivência exclusiva do canal. O vídeo classifica-se como educativo porque funciona como tutorial/orientação sobre uso correto de ferramenta (Suno IA) e compliance legal, transmitindo conhecimento prático a audiência-alvo, não entretenimento ou notícia.","{}"
"245","5","49","video","6CCOT_bswT0","Direitos Autorais e Direitos Conexos","UCyjCRnXaLwePQbeX1ixzTUg","Paulo Anhaia","youtuber_profissional","educativo","Paulo Anhaia opera um canal pessoal com 729 vídeos e 77,1k inscritos, estruturado em torno de sua persona como músico, produtor e engenheiro de som. O canal existe porque ele existe — não há marca corporativa ou produtora que o anteceda. O vídeo específico é um tutorial educativo sobre conceitos legais aplicados à indústria musical, mantendo função didática e transmissão de conhecimento especializado.","{}"
"246","5","50","video","ps7AkMfDf4I","Meme da Olivia Rodrigo cantando Direitos Autorais  (Isa Buzzi)","UCIqbAX7ZZ_saeA1DivxHghg","Isa Buzzi","youtuber_profissional","entretenimento_roteirizado","Isa Buzzi opera um canal pessoal de 1M+ inscritos com produção consolidada (2053 vídeos) onde sua persona é central e insubstituível — o conteúdo gira em torno de seu trabalho de comédia e paródias. O vídeo é uma encenação roteirizada (paródia de Olivia Rodrigo) típica de humor produzido, não um registro casual, evidenciando profissionalização plena do canal como atividade econômica principal.","{}"
"495","11","1","video","DnUEhCCBVds","O debate sobre o aborto travou quando fizeram essa pergunta a ela","UC9IFa4ar6JS9CksP1EDgJyw","Pod Recorte","reaproveitamento","informativo","O canal 'Pod Recorte' opera através da agregação e edição de conteúdo de podcasts de terceiros, transformando-os em 'cortes' otimizados para consumo rápido ('dopamina rápida'). A produção própria é mínima — o valor está na seleção e reembalagem de material já existente. Quanto ao conteúdo, trata-se de um recorte de debate noticiário sobre tema de interesse público (criminalização do aborto), mantendo a função informativa apesar do formato fragmentado.","{}"
"496","11","2","video","rIivqgHe8EY","O MOMENTO MAIS TENSO DO DEBATE SOBRE ABORTO","UC5rO0aTewMfpk2UKKPTLBYw","Canal Foco","produtora_digital","entretenimento_roteirizado","Canal Foco opera como produtora digital nativa — não é mídia legada, possui marca instituída ('o primeiro canal de fundo branco do Brasil'), 639 vídeos com identidade visual e formato padronizado, e equipe dedicada que produz dinâmicas estruturadas. Embora declare 'nada é ensaiado', a proposta de dinâmicas e interações controladas é conteúdo roteirizado: há direção artística (seleção de temas, convites de convidados, design de estúdio). O vídeo específico sobre debate de aborto é entretenimento roteirizado porque encena uma 'conversa real' em torno de dinâmica proposta, mantendo estética de espontaneidade mas com produção editorial clara.","{}"
"497","11","3","video","q8C0ix9yNXA","ABORTO, PRONOME NEUTRO E PRIVATIZAÇÕES: ELA RESPONDEU TUDO","UC5rO0aTewMfpk2UKKPTLBYw","Canal Foco","produtora_digital","entretenimento_roteirizado","Canal Foco opera como produtora digital nativa com identidade de marca institucional (nome do canal é marca, não pessoa; múltiplos convidados rotativos; estrutura de dinâmica padronizada), mesmo que declare espontaneidade. O vídeo, apesar da negação de roteiro na bio, segue formato altamente estruturado de 'entrevista com dinâmica proposta', onde a interação é mediada por framework pré-definido, caracterizando entretenimento roteirizado com simulação de espontaneidade — típico de produtoras digitais que operam reality shows.","{}"
"498","11","4","video","csBelQ8v3lQ","ABORTO RETIDO: O Que é, Sintomas e Como Proceder?","UC1wQH_Be3zoeYM9UWfftdwA","Gestação Saudável","criador_casual","educativo","O canal 'Gestação Saudável' opera como projeto individual sem equipe creditada, com 948 inscritos e 113 vídeos, indicando amadorismo profissionalizado em construção. A descrição revela aspirações comerciais (grupo de WhatsApp, ebook, apelos de inscrição) típicas de criador em transição que ainda não vive da plataforma. O vídeo sobre aborto retido é claramente educativo-informativo, transmitindo conhecimento médico sobre condição clínica, embora a qualidade de fonte e validação médica não seja evidente na descrição disponível.","{}"
"499","11","5","video","kM-pxCYbsmc","O que Acontece no seu Corpo Durante um Aborto Espontâneo?","UCA-QZOVuQIqcnmZyWxFzLaA","Ciência Observada","outros","outros","Falha na classificação automática: Expecting ',' delimiter: line 4 column 192 (char 262)","{}"
"500","11","6","video","MwSzTXhbGgk","Aborto Espontâneo - por que acontece?","UCCD9frJk2THTDtMq8snifOQ","Médico da Mulher","youtuber_profissional","educativo","Canal operado por médico ginecologista que construiu sua marca pessoal (Dr. Diego Di Marco) como criador individual, onde sua persona e credencial médica são o ativo central. Apesar da alta profissionalização (453k inscritos, 2.397 vídeos, postagem regular), o canal não existiria sem o médico nomeado; diferencia-se de produtora digital porque a identidade do profissional é indissociável da proposta. O conteúdo é educativo-explicativo: transmite conhecimento médico sobre saúde feminina em linguagem acessível, mantendo função didática mesmo em formato vlog-didático.","{}"
"501","11","7","video","ueXquU6V9RE","Legalização do aborto | Quebrando o Tabu","UC0f866RMRdL5mSVnipiOHxg","Canal GNT","midia_tradicional","informativo","Canal GNT é vinculado ao Globo (grupo Globo), como evidenciado pelo redirecionamento explícito para Globoplay Premium na descrição, padrão de branding institucional e menção a programa televisivo ('Porchat no GNT'). O vídeo funciona como adaptação de conteúdo broadcast para YouTube, mantendo função informativa-editorial: apresenta dado estatístico sobre aborto e mortalidade materna com propósito de informar debate público, não entreter ou opinar individualmente.","{}"
"502","11","8","video","eec-ImEELDc","7 Causas de Aborto Espontâneo que Poucas Mulheres Conhecem (e Quando Investigar)","UCCD9frJk2THTDtMq8snifOQ","Médico da Mulher","youtuber_profissional","educativo","O canal 'Médico da Mulher' opera sob a persona individual do Dr. Diego Di Marco, cujo nome profissional e credenciais são centrais na proposta de valor — o conteúdo não existiria sem a figura reconhecível do médico como autoridade. Apesar de ter 453 mil inscritos e produção regular (2.397 vídeos, postagens em horários fixos), a estrutura é presidida pela persona individual, não por uma marca/empresa independente. O vídeo em questão é educativo porque busca transmitir conhecimento médico estruturado (causas de aborto espontâneo) com função didática, não meramente informativa ou promocional.","{}"
"503","11","9","video","N0VChR26Vz4","SINTOMAS pós-ABORTO - Causas da DOR PÓS-ABORTO","UCMjAgwVRluSFf-H8Ej2p--A","ONsalus Saúde","produtora_digital","educativo","ONsalus Saúde opera como produtora digital nativa com identidade de marca corporativa (não persona individual), 253 vídeos publicados regularmente, equipe estruturada voltada para conteúdo de saúde e bem-estar. O vídeo classifica-se como educativo por sua função primária de transmitir conhecimento factual sobre sintomas e causas pós-procedimento médico, seguindo padrão de videoaula/explicação de conceitos de saúde.","{}"
"504","11","10","video","ih5Jyf8p6F8","O que não te contam sobre os efeitos de um aborto provocado","UCr2v7zO6Lbvbs905dDxGrag","Tertúlia","produtora_digital","informativo","O canal Tertúlia opera como produtora digital nativa: possui marca própria, equipe estruturada (vínculo com Minha Biblioteca Católica e Lumine), 318 vídeos publicados regularmente e ~58k inscritos, indicando profissionalização e operação coordenada. Não é mídia tradicional (sem vínculo broadcast), nem youtuber profissional (a marca transcende indivíduo). O vídeo em questão é informativo por estrutura: apresenta argumentação factual sobre consequências médicas/psicológicas de aborto provocado, operando como comentário analítico sobre um tema factual, ainda que perspectiva confessional (católica) oriente a seleção de informações.","{}"
"505","11","11","video","lKwdXmW_Rbc","O que causa um aborto espontâneo?","UCHyBgABoZEFZpzZPz9A0KJA","Toda Familia Tem","produtora_digital","educativo","O canal 'Toda Família Tem' opera como produtora digital nativa — marca/empresa (Workflow Arts) com equipe profissionalizada multidisciplinar (médicos, psicólogo, terapeuta, produtora audiovisual) que não pertence à mídia legada. O conteúdo é educativo-informativo com função didática: desmistificar assuntos de saúde familiar através de especialistas credenciados, não de entretenimento roteirizado ou jornalismo factual. A estrutura transcende personas individuais e existe como marca editorial de confiabilidade.","{}"
"506","11","12","video","uyByMSJWCt0","É fácil defender o aborto quando tudo fica apenas no discurso.","UC5z-TEedivqNvCF0JUjtdVw","Pastor Júnior Tércio","youtuber_profissional","vlog","O canal opera sob a persona individual do 'Pastor Júnior Tércio', com 1.505 vídeos e 46.500 inscritos, indicando profissionalização e regularidade. A identidade do criador é central — o conteúdo não existiria sem sua figura como líder religioso e comentarista. O vídeo segue padrão de opinion-driven commentary sobre tema moral/político, característico de vlogueiros profissionalizados que monetizam posicionamento pessoal e autoridade carismática.","{}"
"507","11","13","video","SxxCnutMsMI","Senado aprova projeto que dificulta aborto em crianças vítimas de estupro | Jornal da Band","UCoa-D_VfMkFrCYodrOC9-mA","Band Jornalismo","midia_tradicional","informativo","Band Jornalismo é canal oficial da emissora Band, grande grupo de mídia tradicional brasileiro, com vinculação explícita à TV aberta e padrão de produção broadcast adaptado ao YouTube. O vídeo é reportagem noticiosa sobre fato político do dia, com estrutura de telejornal e função factual, operando como extensão digital do jornalismo televisivo institucional.","{}"
"542","11","48","video","zP6pBsVYVXE","Aborto Não","UCvV-2s9XU8hnxSrs5E40QvQ","Fernanda Brum - Topic","musico","musical","Fernanda Brum é artista gospel com carreira consolidada (18 discos de ouro, 9 de platina) e o canal funciona como repositório oficial de sua discografia. O vídeo é lançamento musical autoral de 2008 distribuído via MK Music (gravadora), com metadados de ISRC. Apesar da temática religiosa do título, é trabalho musical, não pregação ou conteúdo informativo/educativo sobre aborto.","{}"
"508","11","14","video","CXP1ZjVvdZE","Aborto em pílulas: aborto com medicamentos","UCzhpAVTxswJy04mlQMrtDZw","Gênero e Número","produtora_digital","educativo","Gênero e Número opera como produtora digital nativa com marca institucional própria (não fundada em persona individual), 10 anos de operação contínua, regularidade de publicação (77 vídeos) e missão editorial clara de análise de dados sobre desigualdades. O vídeo sobre aborto medicamentoso é educativo-informativo: transmite conhecimento factual baseado em evidências (OMS), com função de esclarecer sobre método e acesso, não de entretenimento ou promoção comercial.","{}"
"509","11","15","video","JUtL_2MFIa4","Franciely Freduzeski revela que seu maior arrependimento foi “ter feito um aborto”","UCd7VVhgnd2eCv9JEghvR_1w","RedeTV","midia_tradicional","informativo","RedeTV é uma emissora de TV aberta brasileira com presença consolidada na mídia legada. O canal YouTube funciona como extensão de sua operação broadcast, publicando conteúdos jornalísticos e de entrevistas que originalmente circulavam na televisão. O vídeo é uma entrevista factual com personagem público, caracterizando conteúdo informativo adaptado para plataforma digital, mantendo padrão de telejornalismo.","{}"
"510","11","16","video","0WMxe28I4oA","Léo Lins discute a legalização do aborto | The Noite (26/07/18)","UCEWOoncsrmirqnFqxer9lmA","The Noite com Danilo Gentili","midia_tradicional","entretenimento_roteirizado","The Noite é um programa de TV aberta (SBT) adaptado para o YouTube, mantendo estrutura de late night show com apresentador fixo (Danilo Gentili), roteiro, banda musical (Ultraje a Rigor) e padrão broadcast. Apesar de hospedado no YouTube, a produção é controlada pela emissora, não por produtora digital nativa. O conteúdo é entretenimento roteirizado com entrevistado (Léo Lins) abordando tema de forma planejada, simulando espontaneidade típica do formato televisivo.","{}"
"511","11","17","video","1ZIFPdnH-HE","1 CONSERVADORA X 30 FEMINISTAS | ft. Pietra Bertolazzi","UC5rO0aTewMfpk2UKKPTLBYw","Canal Foco","produtora_digital","entretenimento_roteirizado","Canal Foco opera como produtora digital nativa: marca corporativa que existe independentemente de qualquer pessoa específica, com estrutura profissionalizada (639 vídeos, 1,16M inscritos), identidade visual padronizada ('primeiro canal de fundo branco do Brasil') e merchandising integrado. Apesar da descrição afirmar 'nada é ensaiado', a dinâmica proposta aos convidados é roteirizada pela produção — o formato é construído, não espontâneo. O vídeo específico ('1 conservadora X 30 feministas') exemplifica entretenimento roteirizado: debate encenado com proposição dramática pré-definida que busca gerar interação conflitiva para consumo.","{}"
"512","11","18","video","STNO22ll2CM","Aborto do Cavaco ao Vivo na Fanfest do Ribeiro | Muito Samba e Alegria! 🇧🇷","UCJSPlZBJ-1FoHdUf0pvR3Pg","LB SONORIZAÇÃO E ILUMINAÇÃO ","criador_casual","musical","Canal com 547 inscritos e 406 vídeos acumula registros de eventos musicais ao vivo (shows, apresentações) sem equipe profissionalizada visível ou produção nativa digital estruturada. A descrição genérica ('bastidores de sonorização') e baixa visualização (1.028 views) indicam amador em transição com regularidade de postagem, mas sem plena profissionalização ou monetização aparente. O vídeo captura performance musical ao vivo, alinhado ao gênero musical.","{}"
"513","11","19","video","X0Yeqj3IlWk","Aborto. Quando e permitido e quando e proibido?","UCULZrdf0hz40cxdio0kPagg","Direito em Sessenta","youtuber_profissional","educativo","O canal 'Direito em Sessenta' opera como persona individual — o advogado criminalista é o centro do projeto e o canal não existiria sem ele como figura educadora central. Com 33.3k inscritos, 644 vídeos e regularidade de postagem, demonstra profissionalização e monetização consolidada. O vídeo específico é educativo: explica conceitos jurídicos (legalidade do aborto) de forma didática e acessível, mantendo função primária de transmitir conhecimento normativo sobre direito penal.","{}"
"514","11","20","video","JH8mtHhdynA","Aborto legal x Aborto Seguro","UCoyYnOCs_pr0oaXSitYi35g","AzMina","produtora_digital","informativo","AzMina é uma produtora digital nativa que opera como marca/empresa jornalística independente (não vinculada a mídia legada), com equipe profissionalizada, múltiplos canais coordenados (YouTube, Instagram, TikTok, newsletter), periodicidade estruturada (terças e quintas), e modelo de sustentação via doações e aplicativos próprios (PenhaS). O vídeo é informativo-jornalístico com função analítica e factual sobre políticas públicas de saúde reprodutiva, não sendo narrativa pessoal ou entretenimento roteirizado.","{}"
"515","11","21","video","HGxkyvaHYWw","ABORTO RETIDO: Sintomas silenciosos que quase ninguém percebe","UC1wQH_Be3zoeYM9UWfftdwA","Gestação Saudável","criador_casual","educativo","Canal com 948 inscritos e 113 vídeos demonstra regularidade e intenção de profissionalização (menção 'toda semana'), mas sem indicadores de equipe estruturada ou monetização consolidada típica de YouTubers profissionais. O produtor opera como educador amador em transição, usando chamadas para grupo WhatsApp e ebook como estratégia de crescimento em nicho (gestação). O conteúdo é eminentemente educativo—explicação de sintomas médicos e cuidados gestacionais—sem roteirização ficcional ou encenação, caracterizando transmissão de conhecimento prático sobre saúde reprodutiva.","{}"
"516","11","22","video","zynUa4OhDfk","Câmara aprova projeto que pode dificultar aborto em crianças vítimas de estupro | Bora Brasil","UCoa-D_VfMkFrCYodrOC9-mA","Band Jornalismo","midia_tradicional","informativo","O canal Band Jornalismo é vinculado explicitamente ao grupo Bandeirantes de Televisão, uma das principais redes de mídia tradicional brasileira. O vídeo segue o padrão de cobertura noticiosa broadcast (telejornal adaptado ao YouTube), com função factual de reportar decisão legislativa. A descrição do canal menciona 'telejornais' e 'reportagens' como produto editorial central, confirmando a estrutura de redação jornalística legada.","{}"
"517","11","23","video","Jglm-bfh8Mw","Aborto retido e como as alterações genéticas podem afetar a evolução da gestação","UCX0nWyxVKBhiUxYut1UvWpA","CLAUDINEI LONDERO","youtuber_profissional","educativo","O canal CLAUDINEI LONDERO opera como propriedade intelectual e marca pessoal de um profissional especializado (obstetrícia), com 26,6 mil inscritos, 59 vídeos e regularidade de postagem evidenciada pela descrição do canal. A persona do criador (médico obstetra) é indissociável do canal; sem a expertise e credibilidade pessoal de Claudinei, o conteúdo perde seu valor. O vídeo classifica-se como educativo por sua função primária de transmitir conhecimento técnico-científico sobre condições gestacionais, não como informativo jornalístico.","{}"
"530","11","36","video","ZQ9K8J-xH0E","Argumentos a favor do aborto: Luiz Felipe Pondé opina a respeito deles","UCXdXYG8dUmEv6jhEji_lSHg","Jornalismo TV Cultura","midia_tradicional","informativo","O canal é vinculado à TV Cultura, emissora pública de televisão, operando como extensão digital de sua programação jornalística. O vídeo é um 'corte' do programa 'Linhas Cruzadas', mantendo a lógica de redistribuição de conteúdo broadcast para YouTube. A descrição reforça o caráter noticioso e a função de comentário analítico sobre tema factual contemporâneo, alinhado ao padrão de jornalismo televisivo adaptado à plataforma.","{}"
"518","11","24","video","ugwDWSZz7cQ","Por que que acontece o aborto retido não senti nenhum sintoma","UCFDh9fTf-tPIlhGhg_K9Tfg","BOA GRAVIDEZ","youtuber_profissional","educativo","O canal 'BOA GRAVIDEZ' opera como empresa de mídia pessoal centrada na persona de Patrícia Moreira, professora especialista, cujo nome e credencial profissional são indissociáveis da marca. Com 2,5M inscritos, 6.228 vídeos, site próprio, contato comercial e regularidade de postagem, demonstra profissionalização completa; a estrutura não existiria sem a figura e autoridade da criadora individual. O vídeo classifica-se como educativo por função primária de esclarecer condição médica (aborto retido) e seus sintomas, mantendo tom informativo-educacional típico de saúde da mulher.","{}"
"519","11","25","video","BRT_-Ze-zSE","ABORTO: ONDE COMEÇA A VIDA?","UCOCtRALZmf9ZuUSdrugTP0Q","Tassos Lycurgo","youtuber_profissional","vlog","Tassos Lycurgo opera um canal pessoal de 516 mil inscritos e 2.861 vídeos onde sua persona intelectual e teológica é o produto central — o canal não existiria sem ele como figura pública reconhecível. Apesar da fundação da Lycurgo Academy, a estrutura do YouTube permanece ancorada no nome e na presença do indivíduo. O conteúdo, ainda que argumentativo sobre questões culturais e religiosas, mantém a estética de opinião pessoal e posicionamento do criador, característico de vlog opinativo, não de jornalismo informativo ou entretenimento roteirizado.","{}"
"520","11","26","video","08Lx1kV_Wfk","Como funciona uma pílula abortiva","UCB0zinWfy-dS_NqcOINYo3A","Minuto da Terra","produtora_digital","educativo","Minuto da Terra é uma produtora digital nativa com marca corporativa, equipe profissionalizada, múltiplos canais coordenados (canal principal + variações regionais), site comercial e mídia kit — estrutura típica de MCN educativo. O conteúdo é fundamentalmente educativo: explica mecanismos científicos (funcionamento de medicamentos) com função didática primária, mantendo estética de entretenimento como veículo, não como fim em si.","{}"
"521","11","27","video","Fn2TNRh8HjA","Justiça de SP suspende aborto legal em casos de remoção de camisinha sem consentimento | CNN 360°","UCvdwhh_fDyWccR42-rReZLw","CNN Brasil","midia_tradicional","informativo","CNN Brasil é emissora de televisão tradicional com forte presença no YouTube. O vídeo exibe padrão broadcast de reportagem jornalística: cobertura factual de decisão judicial, estrutura de noticiário com análise de fonte institucional (desembargador), e integração explícita com programação televisiva ('CNN 360°'). A descrição do canal menciona acesso à 'programação da CNN Brasil pela TV', confirmando vínculo legado e distribuição multiplataforma de conteúdo jornalístico.","{}"
"522","11","28","video","IzF9uZObWvA","Aborto e Cytotec: como funciona e quais os mitos","UCoyYnOCs_pr0oaXSitYi35g","AzMina","produtora_digital","informativo","AzMina é uma produtora digital nativa com marca corporativa, equipe profissionalizada e múltiplos canais temáticos (playlists/quadros), operando jornalismo independente estruturado. O vídeo segue padrão informativo-jornalístico com função factual e educativa sobre tema de saúde reprodutiva, desmitificando mitos mediante apresentação de dados e informações verificáveis, não simulando espontaneidade pessoal.","{}"
"523","11","29","video","WMR0gH3JOaE","Claudia Raia é a favor do aborto? Atriz relembra experiência pessoal | #shorts","UCNVsZnDXOM4PodYIEgM2e4w","Roda Viva","midia_tradicional","informativo","Roda Viva é um programa de TV Cultura desde 1986, instituição pública de mídia. O canal no YouTube funciona como redistribuição de conteúdo jornalístico produzido originalmente para televisão, mantendo identidade institucional e formato de entrevista-debate. O vídeo é um recorte (short) de entrevista noticiosa, caracterizando conteúdo informativo adaptado para plataforma digital.","{}"
"524","11","30","video","MJVShk7pBKg","aborto não é um assassinato","UCVAHiMT4a8Q-Kny0RRe-Gig","Daniel Duncan","youtuber_profissional","informativo","Daniel Duncan opera um canal pessoal onde sua persona individual é central à proposta de conteúdo, com 103 mil inscritos e 302 vídeos que demonstram regularidade e profissionalização. O vídeo aborda tema factual-argumentativo (aborto) em formato de ensaio opinativo/análise, caracterizando-se como informativo por buscar esclarecer/debater questão factual contemporânea, ainda que com perspectiva pessoal do criador.","{}"
"525","11","31","video","9Tuep9BUXpY","Homem provoca aborto sem consentimento em namorada | SBT Brasil (24/11/20)","UC376n347Ob5Lwzq2WGzF1AA","SBT News","midia_tradicional","informativo","O canal SBT News é operado pelo grupo SBT, empresa de mídia tradicional com presença em TV aberta, TV por assinatura e plataformas digitais. O vídeo segue o padrão de telejornalismo broadcast adaptado ao YouTube: reportagem sobre crime com função informativa e factual, típica de um boletim noticioso. A descrição do canal ('O FATO COMO ELE É') e a estrutura 24h de notícias confirmam a natureza jornalística institucional, não produtora digital nativa.","{}"
"526","11","32","video","5VfkbEb6TSA","Aborto seguro: conheça as diferenças entre os métodos","UCoyYnOCs_pr0oaXSitYi35g","AzMina","produtora_digital","informativo","AzMina opera como produtora digital nativa independente com marca corporativa própria, equipe profissionalizada, periodicidade estruturada (terças e quintas), múltiplos canais temáticos organizados em playlists e presença cross-plataforma sob identidade unificada. O conteúdo é jornalístico informativo com função educativa sobre temas de gênero, saúde e direitos, apresentando análise factual e profunda sem roteiro ficcional, alinhado ao posicionamento editorial crítico do veículo.","{}"
"527","11","33","video","9R-cVPUlqqM","CONTRA O AB0RT*!","UC72UjVo3m_pH5kfG4fkAToA","Lucas Pavanato","youtuber_profissional","informativo","Lucas Pavanato é um criador individual cuja persona política é central ao canal — o conteúdo gira em torno de sua figura como vereador e comentarista político, não de uma instituição. Apesar do cargo público, opera como YouTuber profissional com 1,2M inscritos e 1.089 vídeos, monetizando conteúdo de opinião política. O vídeo é informativo-opinativo, típico de comentarista político que analisa questões factuais (aborto) a partir de sua perspectiva pessoal e mandato.","{}"
"528","11","34","video","MCd4MyXGopA","Senado aprova projeto que dificulta aborto legal em crianças vítimas de estupro","UCaGmdJSSiR7fkh2A-c6emsA","g1","midia_tradicional","informativo","O canal g1 é o portal de notícias digital do Grupo Globo, vinculado explicitamente à empresa de mídia tradicional brasileira. O vídeo segue padrão de telejornalismo adaptado ao YouTube: cobertura factual de decisão legislativa com função informativa. A produção, audiência consolidada (2,3M inscritos) e descrição institucional confirmam a tipologia de mídia legada operando em plataforma digital.","{}"
"529","11","35","video","idex_2lT0_4","&#39;Fui interrogada enquanto sangrava&#39;, diz mulher processada por aborto","UCthbIFAxbXTTQEC7EcQvP1Q","BBC News Brasil","midia_tradicional","informativo","BBC News Brasil é canal oficial da emissora britânica de mídia tradicional, com 4,9 milhões de inscritos e 9.762 vídeos, operando conforme padrão broadcast adaptado ao YouTube. O vídeo apresenta narrativa jornalística factual sobre caso de mulher processada por aborto, com função informativa e cobertura de fatos contemporâneos, sem roteiro ficcional ou entretenimento.","{}"
"531","11","37","video","UjpiI9tuirU","Clínica de aborto: médico é preso em flagrante","UCG-fFAxQjZgJmn0w7Brj5xQ","Brasil Urgente","midia_tradicional","informativo","Brasil Urgente é canal oficial do telejornal homônimo transmitido pela Band, emissora de TV tradicional. A descrição explicita vínculo institucional com a emissora (Band, horário de exibição, formato de telejornalismo). O vídeo reproduz formato broadcast de reportagem policial investigativa, factual e noticiosa, com estrutura e linguagem típicas de jornalismo televisivo adaptado ao YouTube.","{}"
"532","11","38","video","jy0tjDdlbSw","Como saber se o útero está totalmente vazio após um aborto espontâneo?","UCCD9frJk2THTDtMq8snifOQ","Médico da Mulher","youtuber_profissional","educativo","O canal 'Médico da Mulher' opera como empresa de mídia individual centrada na persona do Dr. Diego Di Marco, que é indissociável da produção — o canal não existiria sem sua identidade como médico e sua experiência profissional sendo a âncora do conteúdo. Com 453 mil inscritos, 2,4 mil vídeos e postagem regular (shorts diários + vídeos em schedule fixo), demonstra profissionalização consolidada. O conteúdo é educativo por excelência: explicações sobre saúde da mulher em 'linguagem simples e acessível', estruturadas para transmitir conhecimento médico, ainda que o suporte seja a expertise pessoal e prestígio do criador.","{}"
"533","11","39","video","j1QOHzfWPNQ","Como exercer o direito de aborto legal? Luciana Temer explica os caminhos dentro da lei","UCNVsZnDXOM4PodYIEgM2e4w","Roda Viva","midia_tradicional","informativo","O canal Roda Viva é um programa de televisão pública (TV Cultura) que migrou para o YouTube mantendo sua estrutura jornalística original e vinculação institucional explícita. O vídeo segue o formato clássico de entrevista/debate noticiosa sobre tema de relevância pública (direitos reprodutivos e aborto legal), com presença de especialista e cobertura factual, reproduzindo a lógica do telejornalismo de análise.","{}"
"534","11","40","video","keOEIQb9gGw","&quot;Criança não é mãe&quot;: Luciana Temer fala sobre o direito ao aborto legal","UCb40meUp8tmOohWKaBWvs9w","Notícias RedeTV","midia_tradicional","informativo","O canal é derivado oficial da RedeTV!, uma emissora de televisão tradicional brasileira, conforme explicitado na descrição ('conteúdo de Jornalismo e Esportes da RedeTV!'). O vídeo apresenta entrevista jornalística com tema de interesse público (direito ao aborto), estruturado em formato de reportagem/cobertura noticiosa. A produção segue padrão broadcast adaptado ao YouTube, com baixíssimas visualizações (201) típicas de canais legacy que priorizam distribuição linear.","{}"
"535","11","41","video","3qW2yGk1Hsg","Aborto e Direitos  Um Debate Crucial para Mulheres","UClidAoBNv98yhWBfktCYVPA","DarkClips BRASIL","reaproveitamento","informativo","DarkClips BRASIL opera como farm de conteúdo que agrega e recontextualiza discussões de terceiros em formato de 'cortes' temáticos, explicitamente criado por IA para compilação. Apesar de 593 vídeos, a descrição revela ausência de produção original — o canal funciona como agregador de 'ideias longas' em formato curto, redistribuindo reflexões preexistentes. O vídeo sobre aborto é tipicamente informativo-opinativo, mas a estrutura do produtor caracteriza reaproveitamento sistemático de conteúdo alheio.","{}"
"536","11","42","video","_CpzMEvfjDU","Como é feito um aborto seguro com Misoprostol #SHORTS","UCoyYnOCs_pr0oaXSitYi35g","AzMina","produtora_digital","informativo","AzMina opera como produtora digital nativa: marca jornalística independente com equipe profissionalizada, periodicidade regular (terça e quinta), múltiplos canais coordenados (YouTube, Instagram, TikTok, newsletter), site próprio e modelo de sustentação por doações. O conteúdo é informativo-factual com função pedagógica e de saúde pública, não roteirizado nem opinativo, focado em desmistificar questões de gênero e saúde reprodutiva com rigor jornalístico.","{}"
"537","11","43","video","m0c-YQnysBo","Qual é a REAL visão católica sobre o ABORTO?","UC78W5KUTQbuk0bsyat8aJJg","Biblioteca Católica","produtora_digital","educativo","Biblioteca Católica opera como produtora digital nativa — empresa/marca com CNPJ (clube de leitores), múltiplos canais temáticos, identidade visual corporativa e equipe profissionalizada (leigos e sacerdotes creditados). O canal não gira em torno de uma persona individual, mas da marca institucional 'Biblioteca Católica'. O vídeo é educativo por excelência: explica doutrina religiosa de forma didática e descomplicada, respondendo dúvidas de fé com propriedade, função primária claramente pedagógica.","{}"
"538","11","44","video","FOW7GezNs54","Como fazer um aborto com pílulas: a história de Mina","UCk6Qc-ng4ITg1c-7hGVv_rA","Ipas","instituicao","educativo","Ipas é uma organização internacional sem fins lucrativos dedicada à justiça reprodutiva e acesso à saúde, operando em múltiplos países através de parcerias. O canal funciona como ferramenta de disseminação de informações de saúde pública baseadas em evidências, não como produto comercial ou entretenimento, caracterizando-se como instituição que governa e organiza acesso a direitos reprodutivos. O vídeo é educativo-informativo, fornecendo conhecimento factual sobre procedimentos de saúde mediante narrativa fictícia didática.","{}"
