"id","snapshot_id","posicao_ranking","video_id","titulo","canal_id","canal_nome","visualizacoes","likes","comentarios","duracao_segundos","tipo_produtor","tipo_conteudo","justificativa","classificado_com","data_publicacao","categoria_coleta"
"1221","26","72","qBnoLihilQw","SELEÇÃO, CORINTHIANS NA LIBERTADORES E MAIS: VEJA JOGO ABERTO NOVIBET | 27/5/2026","UCZaOZdn-Y-I5ikrofkWBLgQ","Jogo Aberto","980154","19367","105","6355","midia_tradicional","informativo","O canal Jogo Aberto é um programa de TV ao vivo da Band, conforme evidenciado pela menção explícita ao site do programa, presença nas redes sociais institucionais da Band, e pela figura de Renata Fan como condutora — personalidade conhecida do telejornalismo esportivo broadcast. O vídeo funciona como captação/republication de conteúdo televisivo tradicional adaptado ao YouTube, mantendo a estrutura de mesa redonda esportiva e análise em tempo real típica da programação legada. O conteúdo é informativo-esportivo: reportagens sobre a Seleção, análises de jogos e cobertura factual de eventos (Libertadores, Copa do Mundo), revelando a subordinação do trabalho audiovisual às lógicas de transmissão linear e ao calendário institucional do futebol profissional.","claude-haiku-4-5","2026-05-27T16:06:14+00:00","geral"
"1222","26","73","Iov9Opva0rQ","O jeito mais estranho de decidir férias escolares 😱","UCPemSyqDT2QzROkc5qccr6w","Lumis","944675","14347","59","17","criador_casual","entretenimento_roteirizado","O canal Lumis apresenta características de transição para profissionalização: 478 vídeos e 44.7k inscritos indicam regularidade e intenção de crescimento, mas a descrição genérica ('melhor conteúdo sobre pessoas') e a ausência de estrutura corporativa visível sugerem ainda não ter plena profissionalização. O vídeo de 17 segundos com título sensacionalista é um formato roteirizado de entretenimento (possivelmente um corte viral), comum em creators em ascensão que exploram a brevidade para retenção, mas sem o refinamento de produtoras digitais estabelecidas.","claude-haiku-4-5","2026-05-22T16:00:32+00:00","geral"
"1223","26","74","0irkI_CCvJU","Live From the American Music Awards Red Carpet With Chelley Bissainthe & Tetris Kelly","UChOZkKQ_MMttnzGzXwmSLXw","Billboard News","930487","22199","589","5945","marca","informativo","Billboard é uma marca comercial de mídia musical que utiliza o YouTube como canal de distribuição para conteúdo que promove sua autoridade editorial e gera tráfego para seu ecossistema principal (website, magazine, charts, eventos). A cobertura da red carpet do AMAs funciona como estratégia de branding e posicionamento no mercado de notícias musicais, não como produção nativa do YouTube. O vídeo, apesar de ser live, segue padrão jornalístico de cobertura de evento e assume a estrutura de boletim noticioso adaptado à plataforma, caracterizando conteúdo informativo convencional.","claude-haiku-4-5","2026-05-25T23:39:39+00:00","geral"
"1255","30","4","v1t4MTqdfyI","Ariana Grande - hate that i made you love me (official lyric video)","UC9CoOnJkIBMdeijd9qYoT_g","Ariana Grande","1126554","212612","17750","199","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-29T04:00:14+00:00","geral"
"1224","26","75","oooiZE1pis0","RONALDO 1998… 🇧🇷🔥","UC2Hin2rlKkRWd-eoRuY964A","Michael bnk","927591","43744","207","28","youtuber_profissional","esportivo","Michael bnk opera um canal de 1,47M inscritos com 444 vídeos publicados, sinalizando profissionalização e regularidade editorial — características de YouTuber profissional. A persona 'Michael bnk' é indissociável do canal, que gira em torno de sua voz e seleção de conteúdos esportivos. O vídeo é um clipe curto de 28 segundos focado em Ronaldo 1998, integrando-se ao gênero esportivo (análise/compilação de momento icônico do futebol), não sendo gameplay ou conteúdo roteirizado, mas recorte audiovisual de evento esportivo histórico.","claude-haiku-4-5","2026-05-22T14:53:44+00:00","geral"
"1225","26","76","6T7qWBHupqY","O Santos QUEIMOU o Robinho Jr!","UCFrPEtzMAcEtjiKpfJ_rkKw","Tete Resenha","921635","41536","482","26","criador_casual","esportivo","Canal com 19.300 inscritos e 782 vídeos demonstra regularidade de postagem e intenção de profissionalização, mas ausência de equipe creditada, monetização não consolidada e produção caseira indicam transição ainda incompleta para profissionalismo. O conteúdo é análise/comentário esportivo sobre decisão envolvendo jogador de futebol, não transmissão oficial ou jornalismo institucional, caracterizando o gênero esportivo amador/opinativo.","claude-haiku-4-5","2026-05-25T21:12:15+00:00","geral"
"1226","26","77","YoI0igKCOpI","Copa de Rua parte 1 #mrbeast #futebol #shorts","UCYwwcZ4CMvbSPUnom94Vb3g","Mr Pobre Oficial","909234","25890","56","44","usuario_comum","entretenimento_roteirizado","O canal 'Mr Pobre Oficial' apresenta sinais de usuário comum: sem inscritos, sem histórico de vídeos anteriores (0 vídeos totais), descrição vazia e ausência de branding ou identidade profissional consolidada. O vídeo, apesar de acumular 909 mil visualizações (possivelmente por viralização ou algoritmo), é um caso de conteúdo roteirizado de curta duração (44s) que simula um desafio/brincadeira esportiva, não uma transmissão autêntica. A referência a 'MrBeast' no título sugere tentativa de associação viral, mas a falta de infraestrutura do canal indica produtor amador em transição.","claude-haiku-4-5","2026-05-23T22:03:00+00:00","geral"
"1227","26","78","a1JSpxx88Zs","NEYMAR OU MESSI?! ⚡🏆 #shorts","UCRNaX4zmRKxLwfpr5PB5ffQ","Yaguera","908880","45675","23","28","criador_casual","esportivo","O canal apresenta sinais de amadorismo profissionalizado: zero inscritos e zero vídeos anteriores sugerem canal recém-criado, mas o vídeo acumula quase 1 milhão de visualizações, indicando viralidade sem estrutura institucional consolidada. A ausência de branding, descrição genérica com apelo direto a inscrição e nenhuma regularidade aparente apontam para criador em transição, não profissional estabelecido. O conteúdo é esportivo puro: comparação entre Neymar e Messi, formato curto (#shorts), exploração de nicho futebolístico com baixo custo de produção.","claude-haiku-4-5","2026-05-26T21:28:46+00:00","geral"
"1228","26","79","y9biUEYp9so","JUNTANDO messi, neymar e cristiano ronaldo","UCMcnP2jGolNQ4hQBEEsHXyQ","Ike Futebol","864543","18310","135","64","criador_casual","entretenimento_roteirizado","Ike Futebol é um canal de reação/comentário esportivo operado por um criador individual que publica com regularidade (3-4 vídeos/dia) mas não demonstra profissionalização estruturada — não há equipe creditada, identidade visual corporativa consolidada ou monetização aparente que justifique categorização como YouTuber Profissional. O conteúdo é entretenimento roteirizado porque, apesar de baseado em reações a clipes de terceiros, segue formato editorial padronizado (reação com crítica/humor) e narrativa planejada, não improvisada. A agregação de conteúdo alheio com comentário transformativo o diferencia de Reaproveitamento puro — há trabalho editorial próprio, ainda que dependente de materiais ajenos.","claude-haiku-4-5","2026-05-25T15:00:04+00:00","geral"
"1229","26","80","5UmNWiJlrdc","Neuer é um gênio olha o que ele fez com o gandula🤯😂","UCcAg-rvBbiCE3tCg42aTIEQ","Futecem","840872","23490","30","25","produtora_digital","esportivo","O canal Futecem opera como produtora digital nativa com marca própria e foco em conteúdo viral de futebol; a descrição revela estrutura de negócio consolidada (monetização via membros, roteiros planejados, analytics) típica de farm de conteúdo, não de criador individual. O vídeo, apesar da duração curta, é conteúdo esportivo roteirizado (momento do goleiro Neuer com gandula) distribuído para maximizar engajamento, revelando trabalho profissional de curadoria e edição de momentos futebolísticos.","claude-haiku-4-5","2026-05-23T19:00:08+00:00","geral"
"1230","26","81","Rs_rDqyeFQk","Quando Messi conheceu o professor","UCCQvoNvt1Z9Oj3uN8VrTaIQ","Futebol com Histórias","811938","30027","219","17","youtuber_profissional","entretenimento_roteirizado","O canal 'Futebol com Histórias' opera como empresa de mídia pessoal — 2,6 milhões de inscritos, 1.307 vídeos e consistência editorial revelam profissionalização consolidada em torno de uma persona que narra histórias. O vídeo de 17 segundos sobre 'Quando Messi conheceu o professor' é entretenimento roteirizado: uma narrativa construída (provavelmente encenada ou dramatizada) que busca engajamento emocional, não informação factual verificável. A brevidade e o título dramatizado indicam produção voltada a viralização, não cobertura jornalística.","claude-haiku-4-5","2026-05-25T12:21:36+00:00","geral"
"1231","26","82","PAXIs645xT0","Virgínia tá magoada 😬","UCgy43GPxgb3W2JLEJH8j2fw","Dudufootz","763472","28180","62","45","reaproveitamento","entretenimento_roteirizado","Canal sem inscritos, sem vídeos indexados e sem descrição sugere conta dedicada a republicar clips de celebridades (aqui, Virgínia Fonseca) sem produção original. O título sensacionalista ('magoada 😬') é típico de farms de conteúdo que agregam momentos de influenciadores para capturar tráfego. A alta visualização (763k) relativa ao tamanho inexistente do canal indica redistribuição viral de conteúdo alheio, não criação nativa.","claude-haiku-4-5","2026-05-27T15:00:19+00:00","geral"
"1232","26","83","0WCIsRrkx1c","Ela conseguiu segurar muito mais de 10 bolas 😲🏐","UCHBrhBhDaGWY4cN-TvVvpIw","Rafa Clips Br ","762340","31091","21","24","reaproveitamento","esportivo","O canal 'Rafa Clips Br' opera como agregador de conteúdo viral sem produção própria, evidenciado pela ausência de vídeos do próprio canal (0 vídeos), crédito genérico ('Respective Owner') e email de contato comercial indicando operação como farm de clips. O vídeo é um corte reaproveitado de conteúdo esportivo (vôlei) que gera monetização através da seleção e reembalagem de material de terceiros, não da criação.","claude-haiku-4-5","2026-05-27T17:19:20+00:00","geral"
"1233","26","84","lWSB5UP0aZw","O último TESTE parecia IMPOSSÍVEL 😳🏀 #curiosidades","UC-gehtIOpFionmDCCnMHAvQ","Gabusco","758633","47405","1959","32","criador_casual","entretenimento_roteirizado","Canal com 80.8k inscritos e apenas 42 vídeos demonstra postagem irregular e sem plena profissionalização — característica de criador em transição. O vídeo é conteúdo roteirizado (desafio com progressão dramática e cliffhanger narrativo) que simula espontaneidade, mas a estrutura de 'surpresa final' revela intenção de entretenimento planejado, não captura amadora. A agregação de crédito externo (@dok_mamer) indica ainda ausência de equipe própria consolidada.","claude-haiku-4-5","2026-05-22T21:02:35+00:00","geral"
"1836","31","72","bFXYd0dCZKI","#aestheic","UC3iwnmLqJzre2TFfoeW1Fqg","Zen","1270176","22884","172","10","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-25T12:30:26+00:00","1"
"1234","26","85","peGxijJ5mKQ","😱 A luta mudou completamente depois que ele tirou o óculos","UCIZ13ulXi0z1MmIIiDANiPQ","Igoow Shorts 🥶","718430","72066","2522","19","reaproveitamento","entretenimento_roteirizado","O canal 'Igoow Shorts' agrega conteúdo de terceiros (neste caso, crédito explícito a @adham.coach via Instagram) sem produção original, apenas reempacotando em formato curto para viralização. A estrutura de 64 vídeos com 718k visualizações em conteúdo agregado, associada ao aviso de copyright e email de contato, revela um modelo de farm de conteúdo baseado em compilação e rerrepostagem. O vídeo em si é uma cena roteirizada/encenada (luta com óculos), mas a função do canal é puramente redistributiva, não criativa.","claude-haiku-4-5","2026-05-27T00:00:00+00:00","geral"
"1235","26","86","ZdeJDOOWp5k","Guillermo Ochoa Prime ⚽️🔥 #jogador #futebol #goleiro #mexico #copadomundo","UC3b6Rvhs9SMAORrfjiLdH4Q","Victor 24 horas","707960","33195","551","61","usuario_comum","esportivo","O canal 'Victor 24 horas' apresenta zero inscritos, zero vídeos totais e descrições vazias, indicando um upload isolado sem intenção de construção de marca ou regularidade. Apesar das 707 mil visualizações (provavelmente por viralização ou gaming de algoritmo), a ausência de estrutura de canal, branding ou propósito comunicacional discernível caracteriza uso amador. O conteúdo é esportivo — um vídeo sobre o goleiro Guillermo Ochoa — mas destituído de análise, narrativa jornalística ou produção editorial profissional.","claude-haiku-4-5","2026-05-25T22:15:15+00:00","geral"
"1236","26","87","1IzZezTfwE0","XLOV 엑스러브 'SERVE' MV","UCHWhn9xw7x8NPPnV6eWQDQA","XLOV","692933","121714","8105","203","musico","musical","XLOV é um grupo artístico (possivelmente K-pop ou projeto musical multinacional) que publica seu videoclipe oficial como obra audiovisual integrada — coreografia, produção visual, narrativa estética e performance sincronizada com áudio original. O canal funciona como veículo de lançamento discográfico (2nd mini album 'I,God', single 'SERVE'), não como agregação de terceiros ou compilação. A ausência de descrição do canal reflete padrão de artistas em estreia ou reposicionamento, mas a estrutura do conteúdo (MV profissional, créditos de faixa, trilíngue) indica produção de estúdio com identidade artística definida — característica central da categoria Músico.","claude-haiku-4-5","2026-05-27T09:00:15+00:00","geral"
"1237","26","88","Wp2MMHq0l44","DEOLANE BEZERRA e seu SUPOSTO ENVOLVIMENTO com o PCC - FRANK EX-PCC","UCvmWNQH4c2T3Triih3lftiw","Cortes do Inteligência [OFICIAL]","685406","28384","1413","1220","produtora_digital","informativo","O canal 'Cortes do Inteligência' é um produto de uma produtora digital nativa (Inteligência Ltda / Fábrica de Quadrinhos) que agrega conteúdo de um programa/podcast maior em formato de cortes temáticos. A marca, não uma persona individual, é o produto central — o canal existiria sem qualquer apresentador específico. O conteúdo é informativo: comentário noticiosos sobre fatos do dia (prisão de Deolane, política), com múltiplos comentaristas/convidados especializados estruturados como programa jornalístico adaptado ao YouTube.","claude-haiku-4-5","2026-05-27T01:50:09+00:00","geral"
"1238","26","89","uZQFXpqZFjQ","Ministro André Mendonça determina apuração sobre a troca do delegado da PF no caso Lulinha.","UCPMRUL8kaUvMvc3Xp4YkaRw","Sergio Moro","681108","57455","2181","88","youtuber_profissional","informativo","Sergio Moro opera um canal pessoal profissionalizado (327k inscritos, 598 vídeos, alta regularidade) onde sua persona política é indissociável do produto — o canal existe para amplificar sua voz como figura pública, não para representar uma instituição ou empresa. O vídeo é informativo porque funciona como boletim noticioso político de um ator político que utiliza o YouTube para comunicação direta com base eleitoral, substituindo mediação jornalística tradicional.","claude-haiku-4-5","2026-05-20T23:35:03+00:00","geral"
"1239","26","90","bEgp2ESmESk","Xabi Alonso Takes Over Chelsea","UChR1Yn7YpVrnP-SbsWtjuBA","S2G","643741","25919","1160","1904","produtora_digital","entretenimento_roteirizado","S2G é uma produtora digital nativa que opera múltiplos canais coordenados (MoreS2G, EvenMoreS2G, S2GReacts) sob uma marca corporativa única, com infraestrutura comercial (merch shop, assessoria de negócios via Veloce Talent, presença cross-plataforma). O conteúdo é narrativa roteirizada simulando manchete jornalística ('Takes Over') sobre futebol, mas a função é entretenimento especulativo/ficcional, não informativo — típico de channels de entretenimento esportivo que dramatizam transferências e cenários imaginários para engajar audiência.","claude-haiku-4-5","2026-05-25T19:52:20+00:00","geral"
"1240","26","91","xtPgkkccIW0","COPA DOS YOUTUBERS","UCgBzsZuViP4Mc9CcwggD7cw","Rafaella Baltar","638608","8921","63","16","youtuber_profissional","entretenimento_roteirizado","Rafaella Baltar é uma criadora individual com 1,15M inscritos e 231 vídeos, operando como empresa de mídia pessoal onde a persona é indissociável do canal. O vídeo 'Copa dos YouTubers' é um formato roteirizado de entretenimento que simula um evento esportivo ficcional envolvendo criadores, característico da produção profissional que transforma a figura da criadora em produto central de consumo.","claude-haiku-4-5","2026-05-25T22:09:54+00:00","geral"
"1241","26","92","Bk56fNwLnGA","por que as bolas de futebol são assim? #2026Convocados #LigaDosConvocados","UCDbAOOAnrtqyf2I2qJe2XLw","Josvi","637522","20160","82","23","youtuber_profissional","entretenimento_roteirizado","Josvi é um criador individual com 3,9M de inscritos, 585 vídeos e monetização consolidada (apela a membros do canal), operando o canal sob seu nome pessoal como atividade econômica principal. O vídeo, embora curto (23s), é roteirizado com hashtags de série temática (#LigaDosConvocados) e segue padrão de entretenimento visual/pergunta-resposta típico de produção profissionalizada, não reportagem informativa ou aula didática.","claude-haiku-4-5","2026-05-25T21:45:00+00:00","geral"
"1242","26","93","Z1JOHk7A7jU","Nunca leve seu pai careca a jogo da NBA #shorts #nba","UCiazaihPOaoF63Pe7pjKiXw","Lifestyle Black","626275","9139","7","34","reaproveitamento","entretenimento_roteirizado","O canal 'Lifestyle Black' apresenta sinais de farm de conteúdo: zero vídeos anteriores, zero inscritos, mas um vídeo com 626k visualizações sugere redistribuição de conteúdo viral já circulante. O título é um meme/piada roteirizada que simula narrativa humorística, mas a ausência de descrição, tags e histórico indica produção por agregação de formatos populares (shorts humorísticos sobre situações absurdas) replicados de outros criadores, típico de operação de reaproveitamento em escala.","claude-haiku-4-5","2026-05-23T19:00:03+00:00","geral"
"1243","26","94","FccYkiHcHw8","DEOLANE PRESA: TUDO o que você PRECISA saber! | JORNAL DOS FAMOSOS","UCZ4L4kbUSHhBvw0gXDgh6Vg","LeoDias TV  ","623902","16835","425","12750","midia_tradicional","informativo","LeoDias TV é canal derivado da marca jornalística Leo Dias, vinculado ao ecossistema SBT (evidenciado nas tags e formato de jornal televisivo). O vídeo segue padrão broadcast de cobertura factual: apuração de prisão com detalhes processuais, fontes oficiais (Polícia Civil, Justiça) e estrutura de boletim noticiosos adaptado ao YouTube. Revela-se aqui a digitalização da mídia legada — não é novo, mas transposição de gênero jornalístico tradicional para plataforma.","claude-haiku-4-5","2026-05-21T21:32:00+00:00","geral"
"1245","26","96","dBcTyyyKNU8","ACERTE O JOGADOR DA SELEÇÃO PARA CHUTAR","UCRcm1ySdquHEzFVvv69WgrQ","Tulinho Oficial","599647","23599","58","44","usuario_comum","entretenimento_roteirizado","O canal 'Tulinho Oficial' apresenta sinais de usuário comum: zero inscritos, zero vídeos no histórico visível e descrições vazias sugerem um perfil recém-criado ou abandonado sem profissionalização. O vídeo, apesar de 599 mil visualizações (anomalia possível por viralização acidental), segue padrão de conteúdo roteirizado (interativo/gamificado: 'acerte o jogador'), mas a estrutura do canal revela ausência de intencionalidade comercial ou estratégia de crescimento sustentada típica de profissionais.","claude-haiku-4-5","2026-05-26T22:10:43+00:00","geral"
"1246","26","97","D8_Dk3FpcVw","الرجل العنكبوت انقاذ باتمان Spider-Man Rescue batman vs iron man vs venom funny Game GTA 5 superhero","UCoA6QRIcngGPBchTOdco1Mw","hamad alketbi","593517","18818","6937","1115","youtuber_profissional","jogos","O canal HAMAD ALKETBI opera como empresa de mídia pessoal centrada na persona do criador, com 514 mil inscritos, 81 vídeos e padrão de postagem regular voltado ao gaming. O vídeo é gameplay de GTA 5 com roteirização temática (superheróis em narrativa lúdica), típico de creator profissionalizado que monetiza a experiência de jogo, não a instrução ou análise técnica, revelando a subsunção do trabalho criativo à lógica de produção em massa de conteúdo para plataforma.","claude-haiku-4-5","2026-05-27T16:22:13+00:00","geral"
"1247","26","98","O410mViufjA","SKATE MALUCO","UCjaxmdb_gTWbz9XF5rzvgGg","Natan por Aí","579261","29256","57","60","youtuber_profissional","vlog","O canal 'Natan por Aí' é indissociável da persona individual de Natan, evidenciado pelo nome do canal ser seu apelido pessoal, pela presença onipresente em todas as plataformas sob a mesma identidade (Instagram, TikTok, Twitter, Facebook) e pelos 43,5 milhões de inscritos vinculados ao criador como figura central. O vídeo 'SKATE MALUCO' é típico do gênero vlog: narrativa centrada na experiência pessoal/aventura do criador em um formato de curta duração (60 segundos) que simula espontaneidade. Trata-se de produção profissionalizada (2.226 vídeos, regularidade semanal declarada) onde o creator é o produto, não uma marca corporativa independente dele.","claude-haiku-4-5","2026-05-25T21:45:01+00:00","geral"
"1248","26","99","s5LQkI_Z4LI","Neymar ou Mbappé? #neymar #mbappe #copadomundo","UCRSuVS12pGcB26hv5WV-mnA","Mundo Di Fut","560960","79522","143","23","criador_casual","entretenimento_roteirizado","O canal 'Mundo Di Fut' opera com 283k inscritos e 339 vídeos acumulados, indicando postagem frequente mas ainda sem estrutura corporativa ou equipe aparente — sinal de profissionalização incompleta típica do criador em transição. O vídeo de 23 segundos com roteiro implícito (comparação Neymar vs Mbappé) usa a estética de humor espontâneo ('representando com humor') que mascara encenação planejada, configurando entretenimento roteirizado. A ausência de descrição textual, uso de hashtags de trending topics e foco em conteúdo bite-sized revelam tentativa de algoritmo com recursos limitados, não amadorismo puro.","claude-haiku-4-5","2026-05-26T15:21:27+00:00","geral"
"1249","26","100","Of4Lhh2ekUs","a LESÃO do NEYMAR","UCq294r7NeACi1tvgmravc-g","Verner","549822","0","78","23","youtuber_profissional","entretenimento_roteirizado","O canal Verner, com 198 mil inscritos e 1.589 vídeos, opera como empresa de mídia pessoal onde a persona individual é insubstituível ('Futebol bem humorado e opiniões bem duvidosas' reposiciona o criador como marca). O vídeo de 23 segundos sobre a lesão de Neymar, apesar do título factual, é roteirizado para humor — a brevidade e a estrutura sugerem encenação cômoda típica de entertainment, não informação jornalística. A monetização consolidada e email comercial revelam profissionalização total.","claude-haiku-4-5","2026-05-26T15:00:12+00:00","geral"
"1250","27","152","fcnDmrtj6Sk","Shakira, Burna Boy - Dai Dai (Official Video)","UCYLNGLIzMhRTi6ZOLjAPSmw","Shakira","34438464","1637583","87404","241","musico","musical","EIXO A — Tipologia de Produtor: Canal oficial de Shakira, artista global com verificação Artista do YouTube (evident pelas 50.6M inscritos, catálogo de 409 vídeos e padrão de lançamentos oficiais). O vídeo é videoclipe oficial de single ('Dai Dai'), lançamento em parceria com Burna Boy e FIFA, com distribuição por plataformas musicais (Songwhip), características canônicas de canal de artista estabelecido. Enquadra-se claramente em [musico].

EIXO B — Tipologia de Conteúdo: Artefato audiovisual é um videoclipe oficial (Official Video), com performance visual produzida, cinemática profissional, integração com estratégia de lançamento de single e trilha sonora oficial. O foco é a música como obra audiovisual consumida simultaneamente em YouTube, YouTube Music e plataformas streaming. Não é vlog (sem autobiografia), nem promocional explícito (não divulga marca externa — é produto em si), nem educativo. É [musical] em sua manifestação canônica: clipe oficial de lançamento.

OBSERVAÇÃO ESTRUTURAL: A presença de marca (FIFA 2026) no contexto não reclassifica o produtor como [marca] — Shakira não é empresa divulgando produto externo; é artista lançando trilha sonora oficial de evento. A integração FIFA é contexto de distribuição, não mudança de natureza do artefato. O canal é indissociável de Shakira como personagem e marca pessoal consolidada, confirmando [musico].","claude-haiku-4-5","2026-05-23T16:14:03+00:00","geral"
"1251","28","19","3dFPgpyfpbQ","Dia D | Trailer Final Dublado","UC5XG4yYM-_DQ-3HPRuam76Q","ingresso.com","96131","6541","648","159","marca","promocional","EIXO A — PRODUTOR: O canal ingresso.com é propriedade da plataforma de venda de ingressos para cinema. Não produz conteúdo original; distribui trailers de terceiros (neste caso, trailer oficial de 'Dia D' lançado pelo estúdio). A função primária é direcionar tráfego para a venda de ingressos — o YouTube é canal de marketing, não o produto. O teste decisivo confirma: o conteúdo (trailer) existe para divulgar algo que existe fora do YouTube (o filme, e principalmente a plataforma de venda de ingressos). SINAIS ESTRUTURAIS: (1) Nome do canal é a marca comercial; (2) Zero inscritos e zero vídeos anteriores sugerem canal corporativo lançado recentemente, sem construção de persona; (3) Descrição centrada em CTAs comerciais ('Compre ingressos', 'Baixe nossos apps', 'Assine UOL'); (4) Links de direcionamento para e-commerce e apps; (5) Branding de marca em todas as chamadas; (6) Conteúdo agregado (não é o trailer original de Spielberg/distribuidor). EIXO B — CONTEÚDO: O vídeo é trailer dublado, que funciona como material promocional. Trailer é conteúdo de lançamento que promove filme (produto), publicado pela plataforma que venderá ingressos. Apesar de conter 'trailer' como tag, o objetivo comunicativo não é apenas documentar a obra fílmica — é VENDER a experiência (ingressos). Classificado como [promocional] porque o YouTube é instrumento de divulgação do produto (ingressos + filme) que existe fora da plataforma.","claude-haiku-4-5","2026-05-27T15:33:10+00:00","geral"
"1252","30","1","83C3TZ4Zm_o","aespa 에스파 'LEMONADE' MV","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","4533985","309695","20919","192","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-29T04:00:16+00:00","geral"
"1253","30","2","jLbst85USN8","Call of Duty: Modern Warfare 4 | Reveal Trailer","UC9YydG57epLqxA9cTzZXSeQ","Call of Duty","14551581","156077","17350","170","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-28T14:53:06+00:00","geral"
"1263","30","12","tup6is0-qY0","Let's celebrate Hay Day's 14th Birthday!","UCBrMq7wkdPWb3PxR-GUR61A","Hay Day","652543","17241","857","246","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-29T07:45:06+00:00","geral"
"1265","30","14","Hjx1dhpv1XE","DIA D | Trailer Final (Universal Pictures) - HD","UCwhVCdYsd-A32RECPqJUoPg","Universal Pictures Brasil","9639","445","35","74","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-28T18:45:37+00:00","geral"
"1267","30","16","xFRezqDiZ5Y","O Chá","UCCt8cGO1NfZgi0XO_kbsesw","Gloria Groove - Topic","22799","3752","361","181","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-29T00:04:25+00:00","geral"
"1269","30","18","H2GLY-IZkqE","⬜ PRINCIPAIS VS SECUNDÁRIOS NO ESCONDE-ESCONDE DO MINECRAFT!","UCSRhHqL5nIlhyt1-LIzsXJA","Mundo Torajo Jovem","129789","13602","1489","1167","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-28T21:34:52+00:00","geral"
"1271","30","20","ncF5OryD680","⚠️ PRIMEIRO teaser do novo COD impressiona com REALISMO dos gráficos","UCJAbkIY17zAmCTNQHH0bQoQ","Gameplayrj","38493","3986","227","183","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-28T14:25:49+00:00","geral"
"1273","30","22","rkaHZkLzWMk","Eu Não Sei Orar","UC9oN5xpViZhAbkH9wdJ3LDA","Louvor Blues Oficial - Topic","15744","460","7","215","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-17T10:01:59+00:00","geral"
"1275","30","24","kUEnkwIwHe0","Encontrei o VILLAGER ENTERRADO no BURACO no MINECRAFT!","UCbWYmIdZ2hpVMpPhRI9pI5Q","Cadres","404247","3756","64","1215","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-28T12:11:40+00:00","geral"
"1277","30","26","3dFPgpyfpbQ","Dia D | Trailer Final Dublado","UC5XG4yYM-_DQ-3HPRuam76Q","ingresso.com","137605","7838","789","159","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-27T15:33:10+00:00","geral"
"1279","30","28","czlPEeUo0Bc","Shakira ft. Wyclef Jean - Hips Don't Lie (sub. español + lyrics) #LasCaderasNoMienten","UCGL2K4JZRKfnU91z40NsasQ","Sabor a Manzana","137244","690","7","219","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-28T13:00:06+00:00","geral"
"1281","30","30","4hfoIgBfM58","PRIMEIRA VEZ NO HACKEIE O COFRE BRAINROT COM ROBUX INFINITO ATIVADO NO ROBLOX 🤑💲","UC_-WQuYUOasNYkX-L_jHgdg","xMarcelo","94126","2769","267","1150","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-28T20:23:16+00:00","geral"
"1283","30","32","ikQzUMxDF_A","Trailer Backrooms - ONDE É QUE EU TÔ???","UCmEClzCBDx-vrt0GuSKBd9g","Jovem Nerd","88629","10282","308","1309","nao_classificado","nao_classificado","Coleta realizada com CLASSIFICACAO_ATIVA=false (modo economia). Classificação Anthropic adiada para execução retroativa.","nao_classificado","2026-05-27T17:41:01+00:00","geral"
